"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10"
1,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.5378121988615,0,0,0,0,1.64248156442773,0,0,0,0
2,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.51606338552665,0,0,1.56397254916374,0,0,0,-1.44947822031099,0,-1.58020103897434
3,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.55259078193922,0,0,1.74548876669724,0,0,0,0,0,0
4,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.42639291484375,0,-1.33341393200681,-1.6888719467679,0,0,-1.73234709736425,0,0,0
5,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.33656936639454,-1.28540794784203,0,0,0,0,0,-1.74530543002766,0,0
6,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.35731653287075,0,0,0,0,0,0,1.55408033356071,0,0
7,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.47751475777477,1.58969277387951,0,0,0,0,0,0,0,0
8,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.66672345600091,1.30400544626173,0,0,0,0,0,0,0,-1.45764048071578
9,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.7355230889516,0,0,0,-1.4160714247264,0,0,-1.57416091684718,0,0
10,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.31577129906509,0,-1.4810290975729,0,-1.69947084796149,0,-1.59671428217553,-1.46845899603795,0,0
11,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.48648045596201,0,0,-1.25326202565338,1.49732362979557,0,-1.49948568351101,0,0,0
12,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.51662194286473,0,0,0,0,0,0,-1.28613069595303,0,1.73998706636485
13,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.26241391955409,0,0,0,0,0,0,-1.73470464162529,0,0
14,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.32042270724196,0,0,0,0,0,0,0,0,0
15,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.60441593965515,0,0,0,-1.41825176042039,0,0,0,0,0
16,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.4492409043014,0,0,0,1.50519135699142,1.70400214882102,1.39195086306427,0,0,1.40047342132311
17,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.50102701585274,-1.70260253781453,1.61934754974209,0,0,0,0,0,0,0
18,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.51683348685037,0,0,0,-1.29346581210848,-1.44281729182694,0,0,0,0
19,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.70432053063996,0,-1.27211236394942,0,0,0,1.5501570859924,0,0,1.67109599080868
20,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.3502451319946,0,0,0,0,1.63756249530707,0,0,0,0
21,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.37790190638043,0,-1.45161743962672,0,0,1.25865387788508,0,0,0,0
22,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.52567173948046,0,0,0,0,0,0,-1.25017375301104,1.35402061848436,0
23,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.39078933140263,-1.57753365696408,0,0,0,0,0,0,0,0
24,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.60427035391331,0,0,0,0,0,0,0,1.29787477781065,0
25,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.43885349552147,0,1.27447323524393,0,0,-1.49092448933516,0,0,1.31345850822981,-1.34495930897538
26,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.41444048366975,0,0,-1.44280681852251,0,0,0,0,0,0
27,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.5119019409176,0,0,1.35692244046368,0,-1.62987430708017,0,0,0,0
28,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.41440059721936,-1.49806901230477,0,0,0,0,0,-1.52186969155446,0,0
29,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.70902920595836,0,0,0,0,0,0,0,0,0
30,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.41663712705486,0,-1.669920057524,-1.51519449858461,0,0,0,-1.51769774581771,0,1.63184344687033
31,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.50350407371297,0,0,0,0,0,0,-1.30009698914364,1.72227353032213,0
32,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.42553413356654,0,0,1.50751661311369,0,0,0,0,0,1.4141697200248
33,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.57792125002015,0,0,0,0,0,0,0,-1.50472375331447,0
34,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.419428226538,1.66019780840725,0,0,0,1.58646129106637,0,1.50627461064141,0,-1.65742972260341
35,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.42804949986748,0,0,0,0,-1.53567817574367,0,0,0,0
36,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.72909288469236,-1.25871184736025,0,0,0,1.42136094241869,0,0,0,0
37,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.52473220718093,0,0,0,-1.40978872997221,1.2588638716843,0,0,0,0
38,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.40700281469617,0,0,0,0,0,0,0,0,1.59234088892117
39,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.62107921903953,0,0,0,0,0,0,0,0,0
40,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.42720582394395,0,1.32965976814739,0,0,0,0,1.30193468811922,-1.6892950378824,-1.44731014745776
41,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.54772353312001,0,1.56283716578037,-1.61354482232127,0,0,0,1.41070074925665,-1.45542623335496,0
42,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.48408074688632,0,0,0,0,0,0,0,-1.68912108254153,0
43,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.54907036852092,0,0,0,0,0,0,-1.65061752020847,0,0
44,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.57167535414919,0,1.25494848191738,-1.74349576956593,0,0,-1.66332773864269,0,0,0
45,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.57078015175648,0,0,0,-1.35697376076132,0,0,0,0,0
46,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.61826613813173,0,0,0,0,0,0,-1.40122758084908,0,0
47,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.45265133946668,0,1.65597546088975,0,0,0,0,0,0,0
48,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.59169215639122,0,0,-1.28476766846143,0,0,-1.74751199234743,0,0,0
49,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.28934249503072,0,0,0,0,-1.64198238321114,-1.32833341881633,0,0,0
50,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.34593156236224,0,0,-1.57857474207412,0,0,0,0,0,0
51,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.37878670485225,0,0,-1.38327407755423,0,0,0,0,0
52,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.39241123513784,0,0,0,1.67584775411524,0,0,0,1.63165494217537
53,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.37106471846346,0,0,0,1.4121042334009,-1.57003666867968,0,1.46082616655622,0
54,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.57063677266706,0,0,0,0,0,0,0,0
55,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.39485331135802,-1.38029751053546,0,0,-1.26956444326788,0,0,0,1.74751236324664
56,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.5406995624071,0,0,0,0,0,0,-1.61019923991989,0
57,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.60440639848821,0,-1.32957753911614,-1.6521738928277,0,0,-1.40147073369008,1.6996340136975,0
58,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.25857714307494,0,0,0,0,0,0,0,0
59,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.38539430149831,1.56444032746367,0,0,1.30568551959004,0,0,0,0,1.54635560850147
60,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.27966226206627,0,0,1.58156977535691,0,0,0,0,0
61,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.60159258008935,1.61645632586442,0,0,0,0,0,0,0,0
62,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.58874816226307,0,0,1.43308053980581,-1.69797589734662,0,0,0,0
63,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.70127931574825,1.36553018947598,0,0,1.41589148796629,0,0,0,0,0
64,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.68102067161817,0,-1.5020503612468,0,0,0,0,0,0
65,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,-1.56668590381742,1.60461759194732,0,-1.41988821933046,1.73687693895772,0,0,0,0,0
66,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.50587552296929,0,0,0,0,0,-1.48075369163416,0,0
67,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.32246193429455,0,-1.28989790775813,0,0,0,0,0,1.54854966932908
68,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.44323124934454,0,0,0,1.71845960279461,0,0,0,0
69,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.4738232557429,0,0,0,0,0,0,0,0
70,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.27899988275021,1.35404794616625,0,0,0,0,0,0,0
71,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.72969227063004,0,0,0,-1.32355315529276,-1.32678663323168,-1.58185565785971,0,0
72,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.54438253014814,-1.53896802128293,0,0,1.52966921380721,0,1.29588512098417,0,0
73,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.2557249419624,0,0,0,0,0,0,0,-1.73287516634446
74,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.74601828877348,0,1.58964388770983,0,0,0,1.48077434417792,0,0
75,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.4333479400957,0,0,1.47627320187166,0,0,0,0,1.32800272293389
76,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.53774323069956,0,0,0,0,0,0,0,-1.36380857985932
77,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.48789463134017,1.38991551636718,1.67524821567349,0,0,0,1.66749960149173,0,1.53854344959836
78,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.33452381112147,0,0,0,-1.70865625771694,0,0,0,-1.69172721717041
79,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,-1.61523700074758,1.58323913277127,0,1.74987953226082,0,0,0,-1.6918678827351,0,0
80,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.29824572755024,1.64777173788752,0,0,0,0,0,1.269639606704,-1.74474856560118
81,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,-1.54641813179478,1.28534195700195,0,-1.50259190087672,0,0,0,0,0,1.5528275151737
82,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.34751829947345,0,-1.34095225366764,1.66474073030986,0,0,0,1.33901967736892,1.331086398568
83,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.64544237044174,0,0,0,0,0,-1.53585458325688,0,0
84,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.68500678054988,1.5814564746106,0,0,0,0,0,0,0,-1.61826914572157
85,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.57427707070019,0,0,0,0,0,-1.58633458625991,0,0
86,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.5846283036517,1.61746257659979,-1.35586235218216,0,0,0,0,0,0
87,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.29563428426627,0,0,-1.69157240400091,0,-1.62963999959175,0,0,0
88,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.49454732635058,0,0,1.3286761038471,0,0,0,0,-1.52057682862505
89,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,-1.39986127172597,1.56623563624453,-1.73053371172864,1.56506241939496,0,0,0,0,0,0
90,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.44992136093788,0,0,0,0,0,1.38311837334186,0,0
91,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,1.72918677993584,1.59383449424058,0,0,-1.56033937400207,0,0,0,0,0
92,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.43110543512739,0,0,0,0,0,0,0,0
93,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.48365737800486,0,0,0,0,-1.28330817632377,0,0,0
94,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.58995542826597,0,0,0,0,0,0,0,0
95,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.45719580503646,0,0,0,1.37468975712545,0,0,0,0
96,2,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",10,500,0,1.70714694086928,0,0,0,1.48713828902692,0,0,0,0
