"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10"
1,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.66657634265721,0,-1.33813458413351,0,0,0,0,0,-1.7448395130923,0
2,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.31368998251855,0,0,0,1.47576145688072,0,0,0,0,0
3,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.27564657677431,0,0,-1.49150021653622,0,0,0,0,0,0
4,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.67830983281601,0,0,0,0,0,0,0,0,0
5,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.72090462071355,0,0,-1.41430391813628,0,0,0,0,0,0
6,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.68650228099432,0,0,0,0,0,0,1.66811476740986,0,0
7,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.64649195165839,-1.35524565458763,-1.28985911654308,0,0,0,0,0,0,0
8,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.52877641306259,0,0,1.51843206828926,0,0,0,0,0,0
9,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.58356554224156,0,0,0,0,0,0,0,0,0
10,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.51363088213839,0,0,0,0,0,0,1.59630052896682,0,0
11,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.71946792548988,0,0,0,0,0,1.72733147500549,0,0,1.31330996926408
12,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.699265840929,-1.59780459350441,0,-1.48873702541459,0,0,1.32134067325387,0,0,1.50987566215917
13,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.361689510406,0,0,0,0,0,0,0,0,0
14,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.25758540118113,0,0,0,0,0,0,0,0,0
15,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.35599669313524,1.51358771836385,1.41313747107051,0,0,0,0,0,0,0
16,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.54718526266515,0,0,0,0,0,0,0,0,0
17,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.43117497803178,0,0,0,0,1.7158274151152,0,0,0,1.65062691376079
18,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.4731931721326,0,0,0,0,0,0,0,0,0
19,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.473701357143,0,0,0,0,0,0,0,0,0
20,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.39962266560178,0,0,-1.2534449447412,0,-1.57342761021573,0,0,0,0
21,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.36432997696102,0,0,0,0,0,0,0,0,0
22,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.57689338468481,-1.25798364251386,0,0,0,0,-1.25411673332565,0,-1.33281240379438,0
23,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.68169502692763,0,-1.44003697810695,0,0,0,0,0,1.53792692744173,0
24,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.57843513751868,0,0,0,0,-1.53869534877595,0,1.63665812101681,0,1.40178318833932
25,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.42148892523255,0,0,0,0,0,0,0,0,0
26,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.29051506379619,0,0,0,0,0,0,0,0,0
27,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.43645775772166,0,0,0,0,-1.64447279274464,0,0,0,0
28,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.61170952219982,0,0,0,0,0,0,0,0,0
29,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.6921936821891,-1.67206977482419,0,0,0,0,0,0,0,0
30,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.52273294224869,0,0,0,0,0,0,0,0,0
31,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.65922481776215,0,0,0,0,0,0,0,0,0
32,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.34505142353009,-1.74315415101591,0,0,0,0,0,0,0,0
33,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.48679378977977,0,0,0,0,0,1.44320629222784,0,0,0
34,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.45718477212358,0,0,0,0,0,0,0,0,0
35,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.51312331319787,0,-1.52610519016162,0,0,0,0,0,-1.60495331219863,0
36,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.64948456536513,0,0,0,0,0,0,0,0,0
37,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.58488922915421,0,1.52687565528322,0,0,0,1.59879024431575,0,0,0
38,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.53257728239987,0,0,0,0,0,1.43770450144075,0,0,0
39,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.26683289953507,0,0,0,0,0,0,0,0,0
40,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.60208394622896,0,0,0,0,0,-1.53063016559463,0,0,0
41,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.61397842934821,0,0,0,0,0,0,0,0,0
42,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.56700424046721,0,0,0,0,0,0,0,0,0
43,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.74235437309835,0,-1.60450280446094,0,0,0,0,0,0,0
44,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.27038445184007,0,0,0,0,0,0,-1.4613839549711,1.3365751139354,0
45,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.40349734434858,0,0,0,0,0,0,0,0,0
46,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.38678094325587,0,0,0,0,0,0,0,0,0
47,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.60806982056238,0,0,0,0,0,0,0,0,0
48,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.68673176958691,-1.37958356842864,0,0,0,0,0,0,0,0
49,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.67430266819429,0,0,0,0,0,1.666045027785,0,0,0
50,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.69201620295644,0,0,0,0,0,0,0,1.42291052779183,0
51,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.55267355800606,0,-1.32272797019687,0,0,0,0,0,0,-1.68403472518548
52,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.53306515549775,0,0,0,0,0,0,0,0,0
53,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.61225628934335,0,0,-1.31291834113654,0,0,0,-1.32199531630613,0,0
54,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.55390328017529,0,0,0,1.38925855641719,0,0,0,0,0
55,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.68232933257241,0,0,0,0,0,0,0,0,0
56,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.42880219616927,0,0,0,0,0,0,0,0,0
57,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.49848025653046,0,0,0,0,0,0,0,0,0
58,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.66156673210207,0,0,0,0,0,0,0,0,0
59,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.7043468344491,1.68597550853156,0,0,0,0,1.74044486985076,-1.44340333167929,0,0
60,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.30190763447899,0,1.52453622280154,0,0,0,0,0,0,0
61,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.49547009088565,0,0,0,0,0,0,0,0,1.32075706508476
62,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.55035977717489,0,0,0,0,0,0,0,0,0
63,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.39899300504476,0,0,0,0,1.64519172231667,1.44219981541391,0,0,0
64,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.33056345325895,0,0,0,0,0,0,0,0,0
65,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.62627120758407,0,0,0,0,0,0,0,0,0
66,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.3656096928753,0,0,1.37259721849114,0,0,0,-1.4047029648209,0,0
67,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.29573020862881,0,0,0,0,0,0,0,0,0
68,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.3987596911611,0,0,-1.35180493968073,0,0,0,0,0,0
69,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.44790103449486,-1.47939042618964,0,0,0,0,0,0,0,0
70,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.71235345595051,-1.60789196635596,0,0,0,0,0,0,0,0
71,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.45877834502608,0,0,-1.59340945736039,0,0,0,0,0,0
72,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.46744011202827,0,0,0,0,0,0,0,0,0
73,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.57809855474625,0,0,0,0,0,0,0,0,0
74,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",10,500,1.44640196289402,0,0,0,0,0,0,0,0,0
