"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5"
1,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.64422366267536,0,0,2.53848261106759,-2.51316298439633
2,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.6645297097275,0,0,0,0
3,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.75440997153055,0,0,0,0
4,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.52835063729435,0,0,0,0
5,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.6311620073393,0,-2.60592824406922,0,0
6,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.8302364051342,0,-2.51296908059157,0,0
7,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.99898082122672,0,0,0,0
8,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.84582238015719,0,-2.50138463289477,0,0
9,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.79588332038838,0,2.57838682911824,2.69683440530207,0
10,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.71224567340687,0,-2.76885513332672,0,0
11,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.82971756567713,0,2.73272362991702,0,0
12,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.91940226498991,2.6095911921002,0,0,0
13,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.60381997493096,0,0,0,0
14,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.7842760970816,0,0,0,0
15,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.60832782776561,0,2.75598558643833,0,-2.56986211519688
16,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.84056322614197,0,0,2.9605339767877,0
17,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.54168392415158,0,0,0,-2.78334759001154
18,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.61439516430255,0,0,0,0
19,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.8574926930014,-2.52312937134411,0,0,2.64918047352694
20,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.81557236309163,0,0,0,0
21,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.78000259876717,-2.91743729880545,0,0,0
22,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.70890348521061,0,0,0,0
23,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.92667061288375,2.96690438617952,0,2.73027905181516,0
24,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.68995538493618,0,0,0,0
25,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.81326591072138,0,0,0,2.75316468649544
26,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.96261168713681,2.9716812344268,0,0,2.81231018924154
27,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.96595463971607,0,0,0,0
28,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.5609802902909,-2.9271971390117,0,2.99387736117933,0
29,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.55720616097096,0,0,0,0
30,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.88026094308589,0,0,0,0
31,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.60311114985961,2.97535365575459,0,2.94748341082595,0
32,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.86641006777063,0,-2.9321673620725,0,0
33,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.61387673590798,0,2.78122589655686,0,-2.68869123188779
34,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.82647960574832,0,0,0,0
35,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.72252945811488,0,0,0,0
36,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.77596858714242,0,0,0,0
37,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.73542382067535,0,0,0,0
38,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.51777060423046,0,-2.71033132390585,0,0
39,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.88783229480032,0,0,0,0
40,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.95866740285419,0,0,0,0
41,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.76077594875824,0,0,-2.75814450718462,0
42,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.73142170009669,0,0,0,0
43,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.53441766265314,0,0,0,0
44,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.61394519847818,-2.71158214297611,0,0,0
45,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.64529625338037,0,0,0,-2.99553485261276
46,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.58891721186228,2.54664341709577,0,0,2.95576745201834
47,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.58871567354072,0,0,2.55407221324276,0
48,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.70900099771097,2.50053528754506,0,0,-2.55164648534264
49,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.98883456236217,0,0,0,0
50,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.62994795024861,0,0,0,0
51,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.9611476311693,0,0,0,0
52,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.60240563494153,0,0,0,-2.94329989922699
53,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.92168990476057,0,0,0,0
54,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.53568230802193,2.69987773173489,0,0,2.75900327996351
55,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.55098029552028,0,0,0,2.96627202862874
56,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.69310973351821,0,0,0,0
57,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.56762609642465,-2.81165703199804,-2.85293336806353,0,0
58,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.88884047081228,0,0,0,0
59,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.5513870336581,0,0,-2.95444625860546,0
60,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.56180713570211,0,0,0,0
61,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.9069231149042,0,0,0,0
62,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.73393102968112,0,0,0,0
63,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.93393584887963,0,0,2.95135617384221,0
64,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.71207832766231,0,0,0,0
65,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.69100558978971,0,0,0,0
66,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.80873511731625,0,2.92223317653406,0,2.78815356956329
67,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.67364070937037,0,0,0,0
68,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.50996871048119,-2.69378889654763,0,0,0
69,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.81006096361671,0,0,0,-2.53271850966848
70,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.64360667276196,2.51046008279081,0,0,0
71,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.77361259015743,0,0,0,0
72,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.72281520429533,0,-2.70773758436553,0,0
73,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.77883569651749,0,0,0,0
74,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.8586294085253,0,0,0,2.60759270365816
75,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.60976605012547,0,0,0,2.80771634064149
76,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.50972199393436,2.93151713849511,2.53242048237007,0,0
77,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.77345283480827,0,0,0,0
78,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.70414413954131,0,0,-2.85394748114049,0
79,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.58690212841611,0,0,0,0
80,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.60935125302058,0,0,0,2.91836546291597
81,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.55166822066531,0,0,0,2.719372823718
82,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.8700896394439,0,0,0,0
83,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.8025250431383,0,0,0,0
84,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.53984392271377,-2.83568387816194,2.63029581913725,-2.95171769999433,0
85,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.670901409816,0,2.61475076584611,-2.72742080758326,2.88831981329713
86,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.92663775978144,0,-2.73416186124086,2.57008852495346,0
87,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.50199245894328,0,2.66904982679989,2.7386014071526,-2.8262336649932
88,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.75344072759617,0,0,0,0
89,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.61630958190653,0,0,0,0
90,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.97320700995624,2.7867892193608,0,0,0
91,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.53352327982429,2.86761692620348,2.71674098470248,0,0
92,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",5,500,2.94388356839772,0,0,0,0
