"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15"
1,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.36915720696561,0,0,-1.42782392085064,0,0,0,0,1.63417664321605,0,0,0,0,0,0
2,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.34525385824963,1.35882066108752,0,0,0,-1.3876809515059,0,0,-1.40474589972291,0,0,0,0,0,0
3,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.7456445711432,0,0,0,1.7052436695667,-1.45058843155857,0,-1.33875136391725,0,-1.47560373251326,0,0,0,0,0
4,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.56549789011478,-1.70426256896462,0,0,0,0,0,-1.34002551180311,1.72055503632873,-1.6761115337722,0,-1.3052492440911,0,0,0
5,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.48394660337362,0,0,0,0,0,-1.53507348021958,0,0,0,-1.61561072780751,0,0,0,0
6,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.51373069465626,0,0,0,0,0,0,-1.30562588642351,0,0,1.74058004061226,0,0,0,0
7,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.68114780914038,0,0,0,0,0,0,-1.58221239317209,0,0,0,0,0,0,0
8,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.4360178001225,0,0,0,-1.30045099416748,0,0,1.63008318317588,-1.27969867910724,0,0,0,0,0,0
9,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.55522390734404,0,0,0,0,1.27911677851807,0,0,0,0,0,0,0,0,0
10,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.40641444374342,0,0,0,0,0,0,1.30775628716219,0,0,0,-1.3930394325871,-1.71552164549939,-1.66041167930234,-1.70032480417285
11,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.72709392476827,0,0,0,0,0,0,1.68420488084666,0,0,1.67078406491783,0,0,-1.70363497722428,0
12,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.54624878137838,0,0,0,1.41196542815305,0,1.28141110588331,0,0,0,0,0,-1.72229619626887,0,0
13,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.30154390109237,0,0,0,0,1.74703105306253,0,1.40914778562728,0,0,0,-1.28718918259256,0,0,0
14,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.71557744790334,0,-1.62489158241078,-1.356099761324,1.72390310373157,0,0,0,0,1.37508633756079,0,0,0,0,0
15,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.32341424399056,0,0,0,0,0,1.74807009333745,0,1.34867689223029,0,0,0,0,0,0
16,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.69645961176138,0,0,0,-1.62439750984777,1.5417027589865,0,0,0,0,0,0,0,0,0
17,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.53814625262748,1.56807912222575,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.33683290565386,0,0,0,0,1.74265528446995,0,0,0,0,0,0,1.32399324991275,0,0
19,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.71407981484663,0,1.37053690035827,-1.63635793875437,0,0,0,-1.41605237568729,-1.45642821292859,0,0,0,0,0,0
20,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.25555553159211,0,0,0,0,0,0,0,0,0,0,-1.38301366777159,-1.2802286563674,-1.45077409083024,0
21,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.31278329715133,-1.53315343381837,0,0,0,1.30974219786003,0,0,0,0,0,0,1.37312254786957,0,0
22,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.4767235131003,0,-1.52085110486951,0,1.4296266407473,0,0,0,0,0,0,0,0,0,0
23,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.35963341325987,0,0,0,0,0,0,0,0,0,-1.36755085748155,-1.66362184705213,0,0,0
24,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.38024416181725,1.71071360539645,1.74338007369079,0,0,-1.34955288586207,1.59970084519591,0,0,0,0,-1.61928432714194,0,0,0
25,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.52418451244012,-1.64141692500561,0,0,0,0,0,0,0,0,0,0,0,-1.29606095631607,0
26,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.43098350567743,0,0,0,0,0,0,0,0,0,1.69374493369833,0,0,-1.42314978828654,1.47243725357112
27,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.41927527822554,0,0,0,0,0,0,1.70559345430229,0,0,0,1.60928913403768,0,0,0
28,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.4490188312484,0,0,1.36744116898626,0,0,0,0,0,0,0,1.31004153494723,0,0,-1.51269392936956
29,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.28227174002677,0,0,0,0,-1.31461646698881,0,0,0,0,1.63125971297268,0,0,0,0
30,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.43247951427475,0,0,0,0,0,0,1.53122525056824,0,0,0,0,0,0,0
31,1,"balanced","weak",1.25,1.75,1.25,1.75,0.2,"random",15,500,1.36537855293136,1.60374736844096,0,0,0,0,0,0,1.38180627045222,0,0,0,0,0,1.46592178684659
