"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15"
1,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.50851175666321,0,0,0,0,0,0,-2.75293503212743,0,0,0,0,0,0,2.56883749947883
2,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.55921288055833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.64051036478486,0,0,0,0,0,0,0,0,-2.63873973616865,0,0,0,0,0
4,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.99252800794784,0,0,0,0,0,0,0,0,2.87912147783209,0,0,0,0,0
5,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.79410611267667,0,0,0,0,0,0,0,0,0,0,-2.93725332641043,0,0,0
6,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.51977699110284,0,0,0,0,0,0,0,2.65724690177012,0,0,0,0,0,0
7,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.73028314032126,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72806652565487
8,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.96339817752596,0,0,-2.53174810193013,0,0,0,2.51289378805086,0,0,0,0,0,0,0
9,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.74990698951297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.57462472293992,0,0,2.85468117671553,2.93216748791747,2.75641858612653,0,2.5795320168836,0,0,0,0,0,0,0
11,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.71099347132258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.67302381806076,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67550730414223
13,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.63942876737565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.51224034733605,0,0,0,-2.81680501066148,0,0,0,0,0,0,0,0,0,0
15,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.53249677584972,0,0,0,0,0,0,0,0,0,0,2.83150341140572,-2.8473129220074,0,0
16,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.74114799662493,-2.87323067034595,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.54097743681632,0,0,2.6987923507113,0,0,0,2.6675122063607,0,0,0,0,0,0,0
18,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.65825774811674,0,0,0,0,0,0,0,0,0,0,0,0,-2.69373087806161,0
19,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.79311284492724,0,0,0,0,0,2.92580060043838,0,0,0,0,0,0,0,0
20,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.79411908262409,0,0,0,0,0,0,0,0,0,0,-2.75285540148616,0,0,0
21,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.58925113419537,-2.91230432142038,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.76717858947814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.88947943190578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.7732189912349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.51592892885674,0,0,0,0,2.67406021815259,0,0,0,0,0,0,0,0,0
26,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.74289975210559,0,0,0,0,0,0,-2.76894301117864,0,0,0,0,0,0,0
27,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.66746669262648,0,0,0,0,0,0,0,0,2.86938400380313,0,0,0,0,0
28,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.90597049577627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.6338078728877,0,2.58072405820712,0,0,0,0,0,0,0,0,2.9108820745023,2.61428476043511,0,0
30,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.91539537312929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.90199464047328,0,0,-2.68139568041079,0,0,0,0,0,0,0,0,0,0,0
32,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.55416633549612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.92815468285698,0,2.83759589563124,0,0,0,0,0,0,0,0,0,0,0,0
34,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.6399818114005,0,0,0,0,0,0,2.52510212524794,0,0,0,0,0,0,0
35,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.79238417965826,0,0,0,0,0,2.68061806960031,0,0,0,0,0,0,0
36,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.64927500183694,0,-2.87113090232015,0,2.96449204848614,0,0,0,0,0,0,0,0,0
37,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.57416021183599,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.50164568563923,0,0,0,0,0,0,0,0,0,2.8993363569025,0,0,0
39,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.80294000124559,0,0,0,0,-2.66711271204986,0,0,0,0,0,0,0,0
40,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.92511968303006,0,0,0,0,2.83146191691048,0,0,0,0,0,0,0,0
41,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.82873501861468,0,0,0,0,0,0,0,0,0,0,2.50116196181625,0,0
42,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.81022444949485,0,0,0,0,2.66970462538302,0,0,0,0,0,0,0,0
43,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.94068895559758,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.78887723165099,0,2.59707472880837,0,0,0,-2.74798849062063,0,0,0,0,0,0,0
45,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.93642662616912,0,0,0,0,0,0,0,0,0,0,-2.69766034814529,0,0
46,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.85403608798515,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.97588835831266,0,0,0,-2.54802090581506,0,0,-2.7465911625186,0,0,0,0,0,0
48,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.73174419288989,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.72995929955505,-2.94291011802852,0,0,0,0,0,2.68863367335871,0,0,2.66314504051115,0,0,0
50,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.95476938353386,0,0,0,0,0,2.67057722632308,0,0,0,0,0,0,0
51,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.67972109769471,0,0,0,0,0,0,0,0,0,0,0,0,2.82438753964379
52,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.5616626314586,0,0,0,0,0,0,0,0,-2.88891690445598,0,0,-2.94795808393974,0
53,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.77275388641283,-2.70746923075058,0,0,0,0,0,-2.89079992857296,0,0,0,0,0,0
54,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.88476435712073,0,0,0,0,0,0,0,0,-2.593991882517,0,0,0,2.65796241781209
55,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.82900879124645,0,0,0,0,0,0,0,0,0,0,-2.89243543229531,0,0
56,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.70906178222504,-2.92779234354384,0,0,0,0,0,0,0,0,0,-2.83790278213564,0,0
57,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.96909572533332,2.64392561255954,0,0,0,0,0,0,0,0,0,0,2.67735267162789,0
58,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.99208426708356,0,0,2.99510381149594,0,-2.55286716099363,0,0,0,0,0,0,0,0
59,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.82019042177126,0,0,0,0,0,2.92913559451699,0,0,0,0,0,0,0
60,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.66297305608168,0,0,0,0,0,0,0,0,0,0,0,0,-2.73244867799804
61,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.70465868234169,2.52806886390317,-2.94997736241203,0,0,0,0,0,0,0,0,0,0,0,0
62,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.90317027759738,0,0,0,0,0,0,0,0,-2.73057068348862,0,0,0,0
63,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,2.53025798918679,2.53368946781848,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.52859589178115,0,0,0,0,0,0,0,0,0,0,0,0,2.56492137862369
65,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.55964503018185,0,0,0,0,0,0,0,0,0,0,0,0,2.55183151597157
66,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.9628434679471,0,0,0,0,0,0,0,2.91824029572308,0,-2.80872750538401,0,0,0
67,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.76579584681895,0,2.77849350380711,0,0,0,0,0,-2.75201934028883,0,0,0,0,0
68,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.56681631016545,0,0,0,0,0,0,0,0,-2.52315829647705,0,0,0,0
69,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,0,2.89007088611834,0,0,0,0,0,0,0,0,0,0,0,0
70,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,0,2.99340780603234,0,0,0,0,2.84959513414651,0,0,0,0,0,-2.70634351368062,0
71,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,0,2.55482521408703,0,0,0,0,0,0,0,2.99613270675763,0,0,0,0
72,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,-2.74920525529888,0,2.82297018251847,0,0,0,0,0,0,0,0,0,0,0,0
73,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",15,500,0,2.83892072644085,2.73854709079023,0,0,0,0,0,0,0,0,0,-2.91852086933795,0,0
