"item_id","F1","F2","F3"
"ifeval_20260421T021146Z_0",0.97919330710307,0,0
"ifeval_20260421T021146Z_1",1.06763242989915,0,0
"ifeval_20260421T021146Z_10",0,0,0
"ifeval_20260421T021146Z_100",0.693594982237228,0,0
"ifeval_20260421T021146Z_101",0.88317875782367,0,0
"ifeval_20260421T021146Z_102",0.952038378511022,0,0
"ifeval_20260421T021146Z_104",0.844064393217192,0,0
"ifeval_20260421T021146Z_105",0.742505298127621,0,0
"ifeval_20260421T021146Z_107",1.01853879115481,0,0
"ifeval_20260421T021146Z_108",0.694056470762138,0,0
"ifeval_20260421T021146Z_109",0,1.19837756360732,0
"ifeval_20260421T021146Z_11",0.716043405471287,0,0
"ifeval_20260421T021146Z_111",0.998890704754158,0,0
"ifeval_20260421T021146Z_112",1.30974829827356,0,0
"ifeval_20260421T021146Z_113",0.50035811605126,0,0
"ifeval_20260421T021146Z_114",0.615209200999943,0,0
"ifeval_20260421T021146Z_115",0.678395809265187,0,0
"ifeval_20260421T021146Z_116",0,0,0
"ifeval_20260421T021146Z_117",0,0,0
"ifeval_20260421T021146Z_118",0.887722041676106,0,0
"ifeval_20260421T021146Z_119",0,0,0
"ifeval_20260421T021146Z_12",0.71844441284218,0,0
"ifeval_20260421T021146Z_120",0,0,0.938250518788818
"ifeval_20260421T021146Z_121",0.615721035036009,0,0
"ifeval_20260421T021146Z_122",0,0.843630239246524,0
"ifeval_20260421T021146Z_124",0,0,0
"ifeval_20260421T021146Z_125",0.862096103161835,0,0.546944504800808
"ifeval_20260421T021146Z_126",0,0,0
"ifeval_20260421T021146Z_127",1.53312042415235,0,0
"ifeval_20260421T021146Z_128",0,1.39057098770551,0
"ifeval_20260421T021146Z_129",1.05713243891589,0,0
"ifeval_20260421T021146Z_13",0.911331683048881,0,0
"ifeval_20260421T021146Z_130",1.15036899589741,0,0
"ifeval_20260421T021146Z_131",0,0,0
"ifeval_20260421T021146Z_132",0.588092109722312,0,0
"ifeval_20260421T021146Z_133",1.01093336157714,0,0
"ifeval_20260421T021146Z_134",0.66949409294077,0,0
"ifeval_20260421T021146Z_135",0.885779042715995,0,0
"ifeval_20260421T021146Z_136",0.92632170773046,0,0
"ifeval_20260421T021146Z_137",0.8948367890055,0,0
"ifeval_20260421T021146Z_138",0.682712043761358,0,0
"ifeval_20260421T021146Z_139",0,0,0
"ifeval_20260421T021146Z_14",0,0,0
"ifeval_20260421T021146Z_141",1.13395862928184,0,0
"ifeval_20260421T021146Z_142",0.834604759650016,0,0
"ifeval_20260421T021146Z_143",0.864514649008383,0,0
"ifeval_20260421T021146Z_144",1.04309175033655,0,0
"ifeval_20260421T021146Z_145",0.68072666568049,0,0
"ifeval_20260421T021146Z_146",0,0,1.10108825987579
"ifeval_20260421T021146Z_147",0,0,1.24786529519094
"ifeval_20260421T021146Z_148",0.675073132208177,0,0
"ifeval_20260421T021146Z_149",0.914656032465898,0,0
"ifeval_20260421T021146Z_15",1.26612406970482,0,0
"ifeval_20260421T021146Z_150",0.522538020129484,0,0
"ifeval_20260421T021146Z_151",0,0,0
"ifeval_20260421T021146Z_152",1.0991554886734,0,0
"ifeval_20260421T021146Z_153",0,0,0
"ifeval_20260421T021146Z_154",0.938474285486333,0,0
"ifeval_20260421T021146Z_155",0,0,0
"ifeval_20260421T021146Z_157",1.11213007855849,0,0
"ifeval_20260421T021146Z_158",0.680741000413083,0,0
"ifeval_20260421T021146Z_159",0.793659031179633,0,0
"ifeval_20260421T021146Z_16",1.07908729113519,0,0
"ifeval_20260421T021146Z_161",0,0,0
"ifeval_20260421T021146Z_162",0,0,0
"ifeval_20260421T021146Z_163",0.507222988655604,0,0
"ifeval_20260421T021146Z_164",0.840572523372833,0,0
"ifeval_20260421T021146Z_165",1.13033041670344,0,0
"ifeval_20260421T021146Z_166",0.747659180002121,0,0
"ifeval_20260421T021146Z_168",1.37059506787612,0,0
"ifeval_20260421T021146Z_169",0.984610702767541,0,0
"ifeval_20260421T021146Z_17",0.644146239889417,0,0
"ifeval_20260421T021146Z_170",0.863505238688492,0,0.546617171494313
"ifeval_20260421T021146Z_171",0.836436939506658,0,0
"ifeval_20260421T021146Z_172",0.721536825222488,0,0
"ifeval_20260421T021146Z_174",0.918440283232101,0,0
"ifeval_20260421T021146Z_175",0,0,0
"ifeval_20260421T021146Z_176",1.06344211704781,0,0
"ifeval_20260421T021146Z_177",1.27511021254953,0,0
"ifeval_20260421T021146Z_178",0.718719471012071,0,0
"ifeval_20260421T021146Z_179",0,0,0
"ifeval_20260421T021146Z_18",0.758897836094781,0,0
"ifeval_20260421T021146Z_180",0,0,0.554727938127759
"ifeval_20260421T021146Z_181",0,0,0
"ifeval_20260421T021146Z_182",0.978584232436657,0,0
"ifeval_20260421T021146Z_183",0,0,0
"ifeval_20260421T021146Z_184",0,1.54469050239031,0
"ifeval_20260421T021146Z_185",0,0,0
"ifeval_20260421T021146Z_186",1.43189275976458,0,0
"ifeval_20260421T021146Z_187",1.00945982496697,0,0
"ifeval_20260421T021146Z_188",0,0.544805483497748,0
"ifeval_20260421T021146Z_189",0.839078161553371,0,0
"ifeval_20260421T021146Z_19",0,0,0
"ifeval_20260421T021146Z_190",0.509583269701622,0,0
"ifeval_20260421T021146Z_191",0,0,0
"ifeval_20260421T021146Z_192",0.889078852365693,0,0
"ifeval_20260421T021146Z_193",0,0,0
"ifeval_20260421T021146Z_194",0,0,0
"ifeval_20260421T021146Z_196",0,0,0
"ifeval_20260421T021146Z_197",1.0257694343242,0,0
"ifeval_20260421T021146Z_198",0.511696149229014,0,0
"ifeval_20260421T021146Z_199",0.621529368508546,0,0
"ifeval_20260421T021146Z_2",0.658874078136872,0,0
"ifeval_20260421T021146Z_20",1.07048097527186,0,0
"ifeval_20260421T021146Z_200",0,0,0
"ifeval_20260421T021146Z_201",1.02716519003186,0,0
"ifeval_20260421T021146Z_202",1.20861418753459,0,0
"ifeval_20260421T021146Z_203",0,0,0.53833320925337
"ifeval_20260421T021146Z_204",0.857984987862173,0,0
"ifeval_20260421T021146Z_205",0.561450101068602,0,0
"ifeval_20260421T021146Z_206",0,0,0
"ifeval_20260421T021146Z_207",0.950519754923416,0,0
"ifeval_20260421T021146Z_208",0,0,0
"ifeval_20260421T021146Z_209",0.631724517888168,0,0
"ifeval_20260421T021146Z_21",1.38283675112719,0,0
"ifeval_20260421T021146Z_210",0.669047948676234,0,0
"ifeval_20260421T021146Z_211",0,0,0
"ifeval_20260421T021146Z_212",0.728146967233876,0,0
"ifeval_20260421T021146Z_213",0.811475135584615,0,0.61586679267319
"ifeval_20260421T021146Z_214",1.38064811592648,0,0
"ifeval_20260421T021146Z_215",0.518273104420403,0,0
"ifeval_20260421T021146Z_216",1.06344792787346,0,0
"ifeval_20260421T021146Z_217",0,0,0
"ifeval_20260421T021146Z_218",1.29526780613609,0,0
"ifeval_20260421T021146Z_219",1.03477940114572,0,0
"ifeval_20260421T021146Z_22",0,0,0
"ifeval_20260421T021146Z_220",0.88509873945298,0,0
"ifeval_20260421T021146Z_221",0,1.2249181570369,0
"ifeval_20260421T021146Z_222",0.766034750994532,0,0
"ifeval_20260421T021146Z_223",0.78484642466427,0,0
"ifeval_20260421T021146Z_224",1.18566635302557,0,0
"ifeval_20260421T021146Z_225",0.66520440288879,0,0
"ifeval_20260421T021146Z_226",0,0,0
"ifeval_20260421T021146Z_227",0.790423353769767,0,0
"ifeval_20260421T021146Z_228",0,1.07492371233537,0
"ifeval_20260421T021146Z_23",0,0,0.611580343602307
"ifeval_20260421T021146Z_230",0.781591403353442,0,0
"ifeval_20260421T021146Z_231",0.649106744196256,0,0
"ifeval_20260421T021146Z_232",0,0,0
"ifeval_20260421T021146Z_233",1.32527002932915,0,0
"ifeval_20260421T021146Z_234",0.590751583024912,0,0
"ifeval_20260421T021146Z_235",0,0,0
"ifeval_20260421T021146Z_237",1.10969766595821,0,0
"ifeval_20260421T021146Z_238",0.533219805074328,0,0
"ifeval_20260421T021146Z_239",0,1.27529533010154,0
"ifeval_20260421T021146Z_24",0.70209866346292,0,0
"ifeval_20260421T021146Z_240",0,0,0
"ifeval_20260421T021146Z_241",0.540003268864225,0,0
"ifeval_20260421T021146Z_242",1.28928391593614,0,0
"ifeval_20260421T021146Z_243",0,1.27620675195678,0
"ifeval_20260421T021146Z_244",0,0,0
"ifeval_20260421T021146Z_245",0.991677185518843,0,0
"ifeval_20260421T021146Z_246",0,0,0.573564088171753
"ifeval_20260421T021146Z_247",0.633377197845599,0,0
"ifeval_20260421T021146Z_248",0.523623062201273,0,0
"ifeval_20260421T021146Z_249",0.5487551934693,0,0
"ifeval_20260421T021146Z_25",0,0,0
"ifeval_20260421T021146Z_250",0,1.47736455993704,0
"ifeval_20260421T021146Z_251",0,0,0
"ifeval_20260421T021146Z_252",0.874996554283099,0,0
"ifeval_20260421T021146Z_253",1.20554017978235,0,0
"ifeval_20260421T021146Z_254",1.36432936994244,0,0
"ifeval_20260421T021146Z_255",0,0,0
"ifeval_20260421T021146Z_256",0.991855813197046,0,0
"ifeval_20260421T021146Z_257",0.77029803668809,0,0.547996530078811
"ifeval_20260421T021146Z_258",0.887332574436109,0,0
"ifeval_20260421T021146Z_259",0,0,0
"ifeval_20260421T021146Z_26",0.732570452646859,0,0
"ifeval_20260421T021146Z_260",0.898375264233883,0,0
"ifeval_20260421T021146Z_261",0.658605017864274,0,0
"ifeval_20260421T021146Z_262",0,0,0.611499528161732
"ifeval_20260421T021146Z_263",0,0,0
"ifeval_20260421T021146Z_264",0.98930623426659,0,0
"ifeval_20260421T021146Z_265",0.693276684282746,0,0
"ifeval_20260421T021146Z_267",0,1.56693903083138,0
"ifeval_20260421T021146Z_268",0,1.48328233653002,0
"ifeval_20260421T021146Z_269",1.13646720655994,0,0
"ifeval_20260421T021146Z_27",0.789111122835999,0,0
"ifeval_20260421T021146Z_271",0.64177750167215,0,0
"ifeval_20260421T021146Z_272",0.937531119889872,0,0
"ifeval_20260421T021146Z_274",0.887573204001322,0,0.503238061569894
"ifeval_20260421T021146Z_275",1.27597840209325,0,0
"ifeval_20260421T021146Z_277",0,0,0.703647636774374
"ifeval_20260421T021146Z_278",0,0,0
"ifeval_20260421T021146Z_279",1.03242239909927,0,0
"ifeval_20260421T021146Z_28",0.822206096231701,0,0
"ifeval_20260421T021146Z_280",0,1.54975846347302,0
"ifeval_20260421T021146Z_282",0.95667555575606,0,0
"ifeval_20260421T021146Z_284",0.579056686939162,0,0.724383748083649
"ifeval_20260421T021146Z_285",1.40130017411453,0,0
"ifeval_20260421T021146Z_286",0.751197922822824,0,0
"ifeval_20260421T021146Z_287",0.916999088463095,0,0
"ifeval_20260421T021146Z_288",1.08867355457238,0,0
"ifeval_20260421T021146Z_289",1.41729785659027,0,0
