"method","factor","component","true_weight","est_weight","true_mu","est_mu","true_var","est_var","weight_error","mu_error","var_error"
"Product MAP",1,1,0.3,0.344231692828839,-1.25014738117109,-1.15659343387705,0.0434130131846929,0.0931368556171043,0.0442316928288393,0.0935539472940401,0.0497238424324114
"Product MAP",1,2,0.4,0.346707538288088,0,0.0705317838919261,0.0905777682495444,0.169540807895718,-0.053292461711912,0.0705317838919261,0.0789630396461737
"Product MAP",1,3,0.3,0.309060768883073,1.25014738117109,1.20899033440326,0.0434130131846929,0.111735987366191,0.00906076888307278,-0.0411570467678297,0.0683229741814982
"Product MAP",2,1,0.3,0.358825724873035,-1.25014738117109,-1.13860219501683,0.0434130131846929,0.0873190553332904,0.0588257248730346,0.11154518615426,0.0439060421485975
"Product MAP",2,2,0.4,0.323560119807357,0,0.0852589925571754,0.0905777682495444,0.157686793448243,-0.0764398801926427,0.0852589925571754,0.0671090251986984
"Product MAP",2,3,0.3,0.317614155319608,1.25014738117109,1.19936984885816,0.0434130131846929,0.105525893373136,0.0176141553196082,-0.050777532312936,0.0621128801884434
"Product MAP",3,1,0.3,0.342639713849928,-1.25014738117109,-1.17039859874523,0.0434130131846929,0.0812449177429052,0.0426397138499277,0.0797487824258647,0.0378319045582123
"Product MAP",3,2,0.4,0.337855284076366,0,0.0397385343014636,0.0905777682495444,0.130566660416119,-0.0621447159236345,0.0397385343014636,0.0399888921665745
"Product MAP",3,3,0.3,0.319505002073707,1.25014738117109,1.21305946637208,0.0434130131846929,0.094067991373665,0.019505002073707,-0.0370879147990184,0.0506549781889721
"Product MAP",4,1,0.3,0.360906875896592,-1.25014738117109,-1.11313173734949,0.0434130131846929,0.0809338076653193,0.0609068758965918,0.1370156438216,0.0375207944806264
"Product MAP",4,2,0.4,0.334004674454681,0,0.0515703198715379,0.0905777682495444,0.145305158202252,-0.0659953255453193,0.0515703198715379,0.0547273899527076
"Product MAP",4,3,0.3,0.305088449648727,1.25014738117109,1.26016740009313,0.0434130131846929,0.101247456397903,0.00508844964872746,0.0100200189220356,0.0578344432132103
"Product MAP",5,1,0.3,0.294877285245172,-1.25014738117109,-1.2407338867832,0.0434130131846929,0.115965822544284,-0.00512271475482773,0.00941349438789829,0.072552809359591
"Product MAP",5,2,0.4,0.365052249504469,0,-0.085750290329,0.0905777682495444,0.149203064525514,-0.034947750495531,-0.085750290329,0.0586252962759698
"Product MAP",5,3,0.3,0.340070465250359,1.25014738117109,1.16801438132273,0.0434130131846929,0.090600934588293,0.0400704652503586,-0.0821329998483662,0.0471879214036002
"Viroli Laplace",1,1,0.3,0.320489358067229,-1.25014738117109,-1.15870985261767,0.0434130131846929,0.142978273573379,0.0204893580672286,0.0914375285534232,0.0995652603886857
"Viroli Laplace",1,2,0.4,0.237608461005479,0,0.032266479165683,0.0905777682495444,0.373477072691296,-0.162391538994521,0.032266479165683,0.282899304441751
"Viroli Laplace",1,3,0.3,0.441902180927292,1.25014738117109,0.823004284866441,0.0434130131846929,0.306810591741695,0.141902180927292,-0.427143096304653,0.263397578557002
"Viroli Laplace",2,1,0.3,0.325984533029934,-1.25014738117109,-1.14102099611854,0.0434130131846929,0.142945035262044,0.0259845330299344,0.109126385052558,0.0995320220773513
"Viroli Laplace",2,2,0.4,0.254835751767487,0,0.0515693228985712,0.0905777682495444,0.340791259169413,-0.145164248232513,0.0515693228985712,0.250213490919868
"Viroli Laplace",2,3,0.3,0.419179715202578,1.25014738117109,0.855989630258346,0.0434130131846929,0.320457559879096,0.119179715202578,-0.394157750912748,0.277044546694403
"Viroli Laplace",3,1,0.3,0.349902077480225,-1.25014738117109,-1.08713940604884,0.0434130131846929,0.132643769624852,0.049902077480225,0.163007975122259,0.0892307564401593
"Viroli Laplace",3,2,0.4,0.335097526100647,0,0.0582634252939695,0.0905777682495444,0.237032978607241,-0.0649024738993534,0.0582634252939695,0.146455210357697
"Viroli Laplace",3,3,0.3,0.315000396419128,1.25014738117109,1.14561254878165,0.0434130131846929,0.14624140068865,0.015000396419128,-0.104534832389447,0.102828387503958
"Viroli Laplace",4,1,0.3,0.364982992878856,-1.25014738117109,-0.982863106727278,0.0434130131846929,0.186567477003906,0.0649829928788557,0.267284274443816,0.143154463819213
"Viroli Laplace",4,2,0.4,0.325099691975348,0,0.00726204509276805,0.0905777682495444,0.347893059088389,-0.074900308024652,0.00726204509276805,0.257315290838845
"Viroli Laplace",4,3,0.3,0.309917315145796,1.25014738117109,1.14987905562203,0.0434130131846929,0.182076628281017,0.00991731514579608,-0.100268325549067,0.138663615096324
"Viroli Laplace",5,1,0.3,0.36312375164258,-1.25014738117109,-0.849329959489846,0.0434130131846929,0.348966973605358,0.0631237516425796,0.400817421681248,0.305553960420665
"Viroli Laplace",5,2,0.4,0.31976066783962,0,-0.185799263938974,0.0905777682495444,0.389578342755067,-0.0802393321603804,-0.185799263938974,0.299000574505522
"Viroli Laplace",5,3,0.3,0.317115580517802,1.25014738117109,1.15990257367055,0.0434130131846929,0.154798119888882,0.0171155805178016,-0.0902448075005415,0.111385106704189
