"method","factor","component","true_weight","est_weight","true_mu","est_mu","true_var","est_var","weight_error","mu_error","var_error"
"Product MAP",1,1,0.3,0.320784863074501,-1.25014738117109,-1.21142389826605,0.0434130131846929,0.254803697095381,0.0207848630745006,0.0387234829050427,0.211390683910688
"Product MAP",1,2,0.4,0.148750415277594,0,-0.0830404940425937,0.0905777682495444,0.449597873892326,-0.251249584722406,-0.0830404940425937,0.359020105642782
"Product MAP",1,3,0.3,0.530464721647906,1.25014738117109,0.756370382299359,0.0434130131846929,0.210888280882032,0.230464721647906,-0.493776998871735,0.167475267697339
"Product MAP",2,1,0.3,0.332774440097661,-1.25014738117109,-1.16931823379464,0.0434130131846929,0.189860860168284,0.032774440097661,0.0808291473764573,0.146447846983592
"Product MAP",2,2,0.4,0.221708981636878,0,0.232842576180234,0.0905777682495444,0.449646008249556,-0.178291018363122,0.232842576180234,0.359068240000011
"Product MAP",2,3,0.3,0.445516578265461,1.25014738117109,0.757739026749866,0.0434130131846929,0.327571684501435,0.145516578265461,-0.492408354421228,0.284158671316742
"Product MAP",3,1,0.3,0.361907386059932,-1.25014738117109,-1.00677295191508,0.0434130131846929,0.23832388023059,0.0619073860599321,0.243374429256014,0.194910867045898
"Product MAP",3,2,0.4,0.263451133423841,0,0.150702762528271,0.0905777682495444,0.462976619667126,-0.136548866576159,0.150702762528271,0.372398851417582
"Product MAP",3,3,0.3,0.374641480516227,1.25014738117109,0.866563165535844,0.0434130131846929,0.419318556736834,0.074641480516227,-0.38358421563525,0.375905543552141
"Product MAP",4,1,0.3,0.459460190166342,-1.25014738117109,-0.745151313895314,0.0434130131846929,0.333498630745075,0.159460190166342,0.50499606727578,0.290085617560382
"Product MAP",4,2,0.4,0.18272180382237,0,-0.35227457103826,0.0905777682495444,0.443270041964948,-0.21727819617763,-0.35227457103826,0.352692273715403
"Product MAP",4,3,0.3,0.357818006011288,1.25014738117109,1.13665603055276,0.0434130131846929,0.165734201867553,0.0578180060112879,-0.113491350618336,0.12232118868286
"Product MAP",5,1,0.3,0.592009729082376,-1.25014738117109,-0.73557750055365,0.0434130131846929,0.303199818323575,0.292009729082376,0.514569880617444,0.259786805138882
"Product MAP",5,2,0.4,8.21447491320335e-05,0,-0.0071201322249396,0.0905777682495444,0.499995912090744,-0.399917855250868,-0.0071201322249396,0.4094181438412
"Product MAP",5,3,0.3,0.407908126168492,1.25014738117109,1.06717017266182,0.0434130131846929,0.164985469247722,0.107908126168492,-0.18297720850927,0.121572456063029
"Viroli Laplace",1,1,0.3,0.267309147646817,-1.25014738117109,-1.25908178386288,0.0434130131846929,0.258253250629887,-0.0326908523531826,-0.00893440269178281,0.214840237445194
"Viroli Laplace",1,2,0.4,0.247793888868892,0,-0.223723288219256,0.0905777682495444,0.315645919020234,-0.152206111131108,-0.223723288219256,0.225068150770689
"Viroli Laplace",1,3,0.3,0.48489696348429,1.25014738117109,0.808421936206053,0.0434130131846929,0.205578979172126,0.18489696348429,-0.441725444965041,0.162165965987433
"Viroli Laplace",2,1,0.3,0.299465366440795,-1.25014738117109,-1.15273645299187,0.0434130131846929,0.218302310206594,-0.0005346335592048,0.0974109281792235,0.174889297021901
"Viroli Laplace",2,2,0.4,0.282782429589298,0,-0.0978083585236579,0.0905777682495444,0.295403698537978,-0.117217570410702,-0.0978083585236579,0.204825930288433
"Viroli Laplace",2,3,0.3,0.417752203969906,1.25014738117109,0.89254616976047,0.0434130131846929,0.281646094427274,0.117752203969906,-0.357601211410624,0.238233081242581
"Viroli Laplace",3,1,0.3,0.350287987177704,-1.25014738117109,-0.967744405567238,0.0434130131846929,0.28898017136443,0.050287987177704,0.282402975603856,0.245567158179737
"Viroli Laplace",3,2,0.4,0.283677209597397,0,0.0162594351472701,0.0905777682495444,0.437706516758404,-0.116322790402603,0.0162594351472701,0.34712874850886
"Viroli Laplace",3,3,0.3,0.366034803224899,1.25014738117109,0.913510971608282,0.0434130131846929,0.385262640200006,0.0660348032248993,-0.336636409562812,0.341849627015313
"Viroli Laplace",4,1,0.3,0.376516720913648,-1.25014738117109,-0.909121909584403,0.0434130131846929,0.316204468377943,0.0765167209136475,0.341025471586691,0.27279145519325
"Viroli Laplace",4,2,0.4,0.284245052874336,0,-0.06597782013382,0.0905777682495444,0.368181428296113,-0.115754947125664,-0.06597782013382,0.277603660046569
"Viroli Laplace",4,3,0.3,0.339238226212016,1.25014738117109,1.06430655917383,0.0434130131846929,0.234610941464117,0.039238226212016,-0.185840821997264,0.191197928279424
"Viroli Laplace",5,1,0.3,0.392284622185393,-1.25014738117109,-0.936467672971017,0.0434130131846929,0.237053645406274,0.0922846221853927,0.313679708200077,0.193640632221581
"Viroli Laplace",5,2,0.4,0.303082663275553,0,0.0230579720878524,0.0905777682495444,0.241689988395998,-0.0969173367244472,0.0230579720878524,0.151112220146454
"Viroli Laplace",5,3,0.3,0.304632714539054,1.25014738117109,1.182976674831,0.0434130131846929,0.20765491551214,0.00463271453905395,-0.0671707063400986,0.164241902327447
