"V1","V2","V3","V4","V5"
2.84920943202451,0,0,0,0
2.40921621862799,0,-2.39010291057639,0,2.76766955247149
2.73620336735621,0,-2.45587046723813,0,0
2.82213374809362,0,0,0,0
2.50985663547181,-2.24159269407392,0,0,0
2.97610481805168,0,0,0,0
2.93061262951232,0,0,0,0
2.4881474589929,0,0,0,0
2.96748453890905,-2.29002242861316,0,0,0
2.41497995587997,0,0,0,0
2.71915304288268,0,0,0,0
2.08349221921526,0,-2.30890996521339,0,0
2.75559688080102,0,0,0,0
2.78380359127186,0,0,2.43513455172069,0
2.18182430323213,0,0,0,0
2.75904746400192,0,0,-2.57885958394036,0
2.66339030233212,0,0,0,-2.41456366679631
2.19595205993392,0,0,0,0
2.56715625245124,0,0,0,0
2.32101343595423,-2.15331228333525,2.14757686411031,0,0
2.67332762340084,0,0,0,0
2.92310372251086,0,0,0,0
2.3956601168029,0,0,0,0
2.74643160775304,0,0,0,0
2.9848932872992,0,0,0,0
2.81631079758517,0,0,0,0
2.39767617243342,0,0,0,0
2.04764405591413,0,0,-2.83843224565499,0
2.71559594920836,2.06485507707112,0,0,0
2.68423992977478,0,0,-2.47733052237891,0
2.37336222874001,0,0,0,0
2.68743465049192,0,0,0,0
2.33378721075132,0,0,0,0
2.54809853853658,0,0,0,0
2.03634246741422,0,0,0,0
2.33185761002824,0,0,0,0
2.49779317667708,0,0,0,0
2.40160933602601,0,0,0,0
2.2570299974177,0,0,0,0
2.53961774962954,0,0,0,0
2.22521474095993,0,0,0,0
2.62890524463728,0,0,0,0
2.79098943271674,0,0,0,0
2.78608196577989,0,0,0,0
2.23807443398982,0,0,0,0
2.30654941522516,0,0,2.7406865414232,0
2.97543884883635,0,0,0,0
2.89999122079462,0,0,0,0
2.18983723828569,0,0,0,0
2.24964406853542,0,0,0,0
2.79037012881599,0,0,0,0
2.0449884722475,0,0,0,0
2.91183632798493,0,0,0,0
2.20022000279278,0,0,0,0
2.4953148518689,0,2.77430303581059,0,0
2.85601488989778,0,0,0,0
2.12848639232107,0,0,0,0
2.19258694862947,0,0,0,0
2.25450398074463,0,0,0,0
2.79652571165934,0,0,0,0
2.9951127525419,0,-2.45303558465093,0,0
2.36323717026971,0,0,0,0
2.42166327522136,0,2.74747843667865,0,0
2.295214737067,0,0,0,0
2.70966618461534,0,0,0,0
2.72888996847905,0,0,0,0
2.32482236251235,0,0,0,0
2.59576332895085,0,0,0,0
2.73686862550676,0,0,0,0
2.90146993100643,0,0,0,0
2.90670204162598,0,0,0,0
2.13689728779718,0,0,0,0
2.95552486693487,0,0,0,0
2.94577732821926,0,0,0,0
2.45028200396337,0,0,0,0
2.87742683431134,0,0,0,0
2.85856599337421,0,0,0,0
2.04691032576375,0,0,0,0
2.22002655849792,0,0,0,0
2.46842093369924,-2.11474451189861,0,0,0
2.03645264287479,0,0,0,0
2.47778217145242,0,0,0,0
2.32137244078331,0,0,0,0
2.03609507856891,0,0,0,0
2.47276407037862,0,0,0,0
2.02379810204729,0,0,0,0
2.03635133779608,0,0,0,0
2.64851288497448,0,0,0,0
2.62003261153586,0,0,0,0
2.40987927070819,0,0,0,0
2.92470889538527,0,0,0,0
2.20863679517061,0,0,0,0
2.89592706551775,0,0,0,0
2.06979094073176,0,0,2.24019870208576,0
2.33510065684095,0,0,0,0
2.46405653771944,0,0,0,0
2.07523155934177,0,0,0,0
2.40140719339252,0,2.44301402429119,0,0
2.30591540387832,0,0,0,0
2.54561973293312,0,0,0,0
2.42983055021614,0,0,0,0
2.47111291461624,0,0,0,2.05462252092548
2.71818391419947,0,0,0,0
2.85860783443786,0,0,0,0
2.63478759443387,0,0,0,0
2.60756845911965,0,0,0,0
2.43497608741745,0,0,0,0
2.29140576627105,0,0,0,0
2.2407549507916,0,0,0,0
2.94839410064742,0,0,0,0
2.6708190953359,2.35759723978117,0,0,0
2.31398483063094,0,0,0,0
2.83430513949133,0,0,0,0
2.41533361026086,0,-2.31994830095209,0,0
2.20338629256003,0,2.63991152355447,0,0
2.45057777292095,0,0,0,0
2.93626429745927,0,0,0,0
2.40459168795496,0,0,0,0
2.65750619303435,0,0,0,0
2.13274281192571,0,0,0,0
2.34822785668075,0,0,0,0
2.56371403858066,0,0,0,0
2.57816499355249,0,0,0,0
2.81429618224502,0,0,0,0
2.87192397098988,0,0,0,0
2.75824667490087,0,0,0,0
2.27179812104441,0,0,0,0
2.55802596569993,0,0,0,0
2.36032309615985,0,0,0,0
2.07247629039921,0,0,0,0
2.14495377452113,0,0,0,0
2.56252142065205,0,0,0,0
2.29865322588012,0,0,0,0
2.6255283174105,0,0,0,0
2.50423299730755,0,0,-2.83633599546738,0
2.4543066509068,0,0,0,0
2.29919074592181,2.94698413019069,0,0,0
2.17513669608161,0,0,2.39969565463252,-2.14319502934813
2.07547408062965,0,0,0,0
2.02946952614002,0,0,0,0
2.64821074181236,0,0,0,0
2.84569306182675,0,0,2.41912220884115,0
2.71038612071425,0,0,0,0
2.89129513967782,0,0,0,0
2.85768194845878,0,-2.7314689848572,0,0
2.85281122964807,0,0,0,0
2.85233318153769,0,0,0,0
2.43403409724124,0,0,0,0
2.33241304988042,0,0,0,0
2.16414505476132,0,0,0,0
2.04257912188768,0,0,0,-2.31806099321693
2.21456057974137,0,0,0,0
2.27521429210901,0,0,0,0
2.43740271520801,0,0,0,0
2.46683903853409,0,0,0,0
2.27667649253272,0,0,0,0
2.03953625448048,0,0,0,0
2.04721502307802,0,0,0,0
2.87582278554328,0,0,0,0
2.30680594290607,0,0,0,0
2.04657755093649,0,0,0,0
2.48278396925889,0,0,0,0
2.94730280549265,0,0,0,0
2.19514504820108,0,0,0,0
2.95599109074101,0,0,0,0
2.33238265151158,0,-2.64364311238751,0,0
2.5294276252389,0,0,0,0
2.19236941449344,0,0,0,2.60019680904225
2.83018900174648,0,0,0,0
2.04877216741443,0,0,0,0
2.87012938293628,0,0,0,0
2.58940469915979,0,0,0,0
2.77669125585817,0,0,0,0
2.56152201676741,0,0,0,0
2.10741763957776,0,0,2.39924922003411,0
2.24628842924722,0,0,0,0
2.61170658143237,0,0,0,0
2.87670578318648,0,0,-2.96963151195087,0
2.8871057452634,0,0,2.63862157147378,0
2.43944773823023,0,0,0,0
2.98731299769133,0,0,0,-2.73561419569887
2.12612653453834,0,0,0,0
2.74593393993564,0,0,0,0
2.04451705282554,0,0,0,0
2.97109105088748,0,0,0,0
2.08910884312354,0,0,0,0
2.43679584912024,0,0,0,0
2.63870872044936,0,0,0,0
2.4560806392692,0,0,0,0
2.04601127002388,0,0,-2.9533901263494,-2.88140642363578
2.15828787791543,0,0,0,0
2.49593245587312,0,0,0,0
2.45237974869087,0,0,0,0
2.3743286812678,0,0,-2.2997849250678,-2.40363912284374
2.92762403492816,0,0,0,0
2.00447386107408,0,0,0,0
2.05130190518685,0,0,0,-2.90103647322394
2.35147740622051,0,0,0,0
2.86536734248511,0,-2.1823044619523,0,0
2.84987084427848,0,0,0,0
2.1559279023204,0,2.37936844886281,0,0
2.56552350637503,0,0,0,0
2.78498447290622,0,0,0,0
2.73755435040221,0,0,0,0
2.94989082985558,0,0,0,0
2.54139634873718,0,0,0,0
0,2.03274056245573,0,0,0
0,2.37200889666565,0,0,0
0,2.98608191637322,0,0,0
0,2.45429980149493,0,0,0
0,2.16788102313876,0,0,0
0,2.91208823863417,0,0,0
0,2.43899638974108,0,0,0
0,2.79843503260054,0,-2.24979915539734,0
0,2.34338403795846,0,0,0
0,2.10041601443663,0,0,0
0,2.73634144593962,2.77358714630827,0,0
0,2.70421467861161,0,0,0
0,2.53775274078362,0,2.29509599809535,0
0,2.32723428774625,0,0,0
0,2.19544869055972,0,0,0
0,2.75128513062373,2.94199758628383,0,0
0,2.71408913028426,0,0,0
0,2.81858080159873,0,-2.36530822794884,0
0,2.43373397248797,0,0,0
0,2.93797569535673,0,0,2.91438027704135
-2.40166786080226,2.12351878685877,0,0,0
0,2.59029515925795,0,0,0
0,2.4836475471966,0,0,0
0,2.20653717964888,0,0,0
0,2.44870850723237,0,0,0
0,2.38083224534057,0,0,0
0,2.30524183763191,0,0,-2.25480161095038
0,2.16698721726425,0,0,0
0,2.28425308782607,0,0,0
0,2.14575479412451,0,0,0
0,2.09659840445966,0,0,0
0,2.50708201504312,0,0,0
0,2.13788702827878,0,0,0
0,2.87694826512598,0,0,0
0,2.34011276066303,0,0,0
0,2.66777878720313,0,0,0
0,2.53323150495999,0,0,0
0,2.92986271390691,0,0,0
0,2.90768470428884,0,0,0
0,2.01823577098548,0,0,0
0,2.48922844743356,0,0,0
0,2.16821833956055,0,0,0
0,2.5340074505657,0,0,0
0,2.81782072875649,0,0,0
0,2.63440062035806,0,0,0
0,2.09975780802779,0,0,0
0,2.95907947258092,0,0,0
0,2.27236676681787,0,0,0
0,2.29455208685249,0,0,0
0,2.18367785727605,0,0,0
0,2.41640839073807,0,0,0
0,2.10397433699109,0,0,0
0,2.0903369600419,0,0,0
0,2.90391608327627,0,0,0
0,2.74074560077861,0,0,0
0,2.78576809167862,0,0,0
0,2.762439355487,0,0,0
0,2.46523459185846,0,0,-2.49968830985017
0,2.26733921444975,0,0,0
0,2.62116118636914,0,0,0
0,2.0759880268015,0,0,0
0,2.32816827762872,0,0,0
0,2.39765056222677,0,0,0
0,2.07704295427538,0,0,0
0,2.4889997439459,0,0,0
0,2.18416231474839,0,0,0
0,2.13423309638165,-2.64774629310705,0,0
0,2.17584134661593,0,0,0
2.03144001006149,2.48986594425514,0,0,0
0,2.76023608772084,0,0,0
0,2.08765203086659,0,0,0
0,2.21812718408182,0,0,0
0,2.99379495391622,-2.51798984827474,2.09526437032036,0
0,2.33931787335314,0,0,0
0,2.80933895800263,0,0,0
0,2.39848254178651,0,0,0
0,2.60514708817936,0,0,0
0,2.45132173178717,0,0,0
2.18469578633085,2.2787003077101,0,0,0
0,2.31548942904919,0,0,0
0,2.28447293909267,0,0,0
0,2.3409753094893,0,0,0
0,2.82504408969544,0,0,0
0,2.74209207412787,0,0,0
0,2.11530153080821,0,0,0
0,2.15899028419517,0,0,0
0,2.24456462473609,0,0,0
0,2.56885514291935,0,0,0
0,2.61071221553721,0,0,0
0,2.14865894452669,0,-2.52628069347702,0
0,2.88850287906826,0,0,0
0,2.06961175287142,0,0,0
0,2.81581578333862,0,0,0
0,2.05500209750608,0,0,0
0,2.43695714953355,0,0,0
0,2.43182029994205,0,0,0
0,2.8044385346584,0,0,0
0,2.86861801776104,0,0,-2.22260134411044
0,2.69276482448913,0,0,0
0,2.71082067047246,0,0,0
0,2.34497645590454,0,0,0
0,2.60954256542027,0,0,0
0,2.72472613863647,0,0,0
0,2.64552358398214,0,2.21968520642258,-2.22441764222458
0,0,2.0316611751914,0,0
0,0,2.78394276439212,0,0
0,0,2.94999162480235,0,0
0,0,2.63700430630706,-2.95215967786498,0
0,0,2.03143221791834,0,0
0,0,2.80385306174867,0,0
0,0,2.72758529800922,0,0
2.72639480675571,0,2.94702724460512,0,0
0,0,2.93898275541142,0,0
0,0,2.79458293318748,0,0
0,0,2.83749839127995,0,0
0,0,2.70745836687274,0,0
0,0,2.72820711438544,0,0
0,0,2.42677923012525,0,0
0,0,2.26353395474143,0,0
0,0,2.56781051959842,0,0
0,0,2.25898648542352,2.95600607874803,0
0,0,2.39554775832221,0,0
0,0,2.36179814650677,0,0
0,0,2.40497186314315,0,0
0,0,2.65746376500465,0,0
0,-2.10448620771058,2.53428215556778,0,0
0,0,2.6458763605915,0,0
0,0,2.4344847635366,0,0
0,0,2.23195347283036,0,0
0,0,2.75433652359061,0,0
0,0,2.43585970206186,0,0
0,0,2.70037888223305,0,0
0,0,2.35328542324714,2.17335063847713,0
0,0,2.40517903049476,0,0
0,0,2.80961227696389,0,0
0,0,2.89371425216086,0,0
0,0,2.78840314107947,0,0
0,0,2.20090175746009,0,0
0,0,2.95313784992322,0,0
0,0,2.86374052823521,0,0
0,0,2.4988368221093,0,2.29144577309489
0,0,2.14606995810755,0,0
0,0,2.43368822289631,0,0
0,0,2.23614023509435,0,0
0,0,2.42980873701163,0,0
0,0,2.85039444710128,0,0
0,0,2.10600622859783,0,0
0,0,2.82067077420652,0,0
2.90286217303947,0,2.49443025118671,0,0
0,0,2.42749407608062,0,2.73112567258067
0,0,2.25226270104758,0,0
0,0,2.18054490606301,0,0
0,0,2.52350745210424,0,0
-2.84672134066932,0,2.01753143733367,0,0
0,0,2.65809524198994,0,0
0,0,2.43076480086893,0,0
0,0,2.93355476064608,0,0
2.88109978241846,0,2.09498891304247,0,0
0,0,2.49605500069447,0,0
0,0,2.28772040922195,-2.8191498008091,0
0,-2.66399774351157,2.54801390343346,0,0
0,0,2.69502924662083,0,0
0,0,2.93225866276771,0,0
0,0,2.96983052976429,0,0
0,0,2.57483779639006,0,0
0,0,2.51772787794471,0,0
0,0,2.44412994594313,0,0
0,0,2.1724589865189,0,0
0,0,2.42034784657881,0,0
0,0,2.88909525051713,0,0
0,0,2.74891451001167,0,0
0,0,2.32610763679259,0,0
0,0,2.86339727789164,0,0
0,0,2.47813201905228,0,0
0,0,2.69232895434834,0,0
0,0,2.33900677901693,0,0
0,0,2.25313105876558,0,0
0,0,2.41355188866146,0,0
0,0,2.36384527245536,0,0
0,0,0,2.49148107226938,0
0,2.52489745430648,0,2.54750995687209,0
0,0,0,2.96472930605523,0
0,0,0,2.34503874112852,0
0,0,0,2.60266602272168,0
0,0,0,2.04797823750414,0
0,0,0,2.70927547803149,0
0,0,0,2.29299680143595,0
0,0,0,2.44766243640333,0
0,0,0,2.21602486236952,0
0,0,0,2.74852877436206,0
-2.081367517123,0,0,2.5496074904222,0
0,-2.87227098434232,0,2.33437837241217,0
0,0,0,2.84761800593697,0
0,0,0,2.17806480755098,0
0,0,0,2.44586231885478,0
0,0,0,2.04666662914678,0
0,0,0,2.96060535637662,0
0,0,0,2.88202633988112,0
2.2885604891926,0,0,2.98541366448626,0
0,0,0,2.58274914440699,0
0,0,0,2.15125854383223,0
0,0,0,2.06942336447537,0
0,0,0,2.92105456534773,0
0,0,0,2.31141935079359,0
-2.92016591993161,0,0,2.12114356108941,0
0,0,0,2.23164205322973,0
0,0,0,2.47707013762556,0
0,0,0,2.30064665945247,0
0,0,0,2.1163121892605,0
0,0,0,2.86721763829701,0
0,0,0,2.66192263923585,0
0,0,0,2.94880466721952,0
0,0,0,2.36031098221429,0
0,2.09475588961504,0,2.69290819508024,0
0,0,0,2.49757233052514,0
0,0,0,2.80220945808105,0
0,0,0,2.14981616055593,0
0,0,0,2.60057455673814,0
0,0,0,2.78313670028001,0
0,0,0,2.54582717781886,0
0,0,0,2.41344708995894,0
0,0,2.8988001679536,2.8736922047101,0
0,0,0,2.30855539138429,0
0,0,0,2.40586321055889,0
0,0,0,2.57379264431074,0
0,0,0,2.26582701224834,0
0,0,0,2.79353743698448,0
0,0,0,2.54212348116562,0
-2.82870765263215,0,0,2.05050258291885,0
0,0,0,2.92980401753448,0
0,0,2.64072412950918,2.12842875602655,0
0,0,0,2.81797844870016,0
0,0,0,2.40754129947163,0
0,0,0,2.63285557809286,0
0,0,0,2.27627881406806,0
0,-2.16066344222054,2.14132649707608,2.53047406929545,0
0,2.94314776710235,0,2.97584270942025,0
0,0,2.92845372483134,2.01987365097739,0
0,0,0,2.94627494201995,0
0,0,0,2.0364905137103,0
0,0,0,0,2.6000057568308
0,0,0,0,2.07199277170002
0,0,0,0,2.60838066856377
0,0,0,0,2.26477599143982
0,0,0,0,2.325734103797
-2.69016913464293,0,0,0,2.58703449834138
0,0,0,0,2.44760947371833
0,0,0,0,2.25920028123073
0,0,0,0,2.37857123441063
0,0,0,0,2.33580693276599
0,0,2.82825801568106,0,2.00295253260992
0,0,0,0,2.84660218842328
0,-2.43464894522913,0,-2.07351260865107,2.72323573497124
0,0,0,0,2.55301130376756
0,0,0,0,2.94138623843901
0,0,0,0,2.22586440737359
0,0,0,0,2.062260389328
0,0,0,0,2.82921436754987
0,0,0,0,2.00201290543191
0,0,0,-2.06232514488511,2.45355411316268
0,0,0,0,2.87558618863113
0,0,0,0,2.29434417025186
0,0,0,0,2.18837151257321
-2.06619845028035,0,0,0,2.47615192248486
0,0,0,0,2.44237353187054
0,0,0,0,2.88383024767973
0,0,0,0,2.27440896700136
0,0,0,0,2.02615818521008
0,0,0,0,2.63852220680565
0,0,0,0,2.38776821433567
0,0,0,0,2.86117399670184
0,0,0,0,2.65564507711679
0,-2.94339962815866,0,0,2.97390420385636
0,0,0,0,2.55489690438844
0,0,0,0,2.32793833175674
0,0,0,0,2.32138306740671
0,0,0,0,2.57193859666586
0,0,0,0,2.30811159545556
0,0,0,0,2.82701412099414
0,0,0,0,2.59362489171326
0,0,0,0,2.99264924437739
0,0,0,0,2.24720311863348
0,0,0,0,2.9618872187566
0,0,0,0,2.43275862769224
0,0,0,0,2.82933306111954
0,0,0,0,2.313043365255
0,0,0,0,2.55866784462705
0,0,0,0,2.61627875710838
0,0,0,0,2.15945761278272
0,0,0,0,2.56464411714114
0,0,0,0,2.69054648093879
0,0,0,0,2.79063454852439
0,0,0,0,2.68735545244999
0,0,0,0,2.90745759708807
