"method","H_true","G_config","n","p","factor_score_rmse","probability_rmse","lambda_rmse","alpha_rmse","marginal_mu_rmse","marginal_var_rmse","marginal_weight_rmse","seconds"
"Product MAP",5,"2-2-2-2-2",100,500,0.149724078085599,0.0842670757928976,0.191451086660436,0.308153205306064,0.110328777792896,0.0306995826700964,0.0543463780826823,11.0216
"Gibbs",5,"2-2-2-2-2",100,500,0.126248599015651,0.078604990084705,0.202740639794803,0.286432603617355,0.104044247082947,0.0706777889741692,0.0522237253499501,104.6072
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",100,500,0.179570961844853,0.110515519857323,0.182092828718495,0.291905296714999,0.0858260022787518,0.0418517058150581,0.0412912553391811,12.79
"Gibbs",10,"2-2-2-2-2-2-2-2-2-2",100,500,0.148282032135606,0.0997942394893398,0.191268581596334,0.264450532311113,0.0849010616099502,0.0822179751619184,0.0401235969548315,139.9842
"Product MAP",5,"2-2-2-2-2",200,500,0.128502145992067,0.064255296139015,0.14065436271366,0.223782630175292,0.0756910064433933,0.0220527036201869,0.0380220104389215,18.1874
"Gibbs",5,"2-2-2-2-2",200,500,0.123255209432103,0.0625548997036799,0.147522619477431,0.212870467230483,0.0741325373609796,0.0404647302819168,0.0376400295744391,126.792
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",200,500,0.151254798872408,0.0867598267941506,0.140337490406786,0.241908126287263,0.074986076229769,0.0309701339512791,0.0369405360288722,19.9342
"Gibbs",10,"2-2-2-2-2-2-2-2-2-2",200,500,0.143945063925607,0.0827652618426963,0.144850391492622,0.20650923094946,0.0729368653701849,0.0471552238490853,0.0366545702628993,163.4778
"Product MAP",5,"2-2-2-2-2",400,500,0.120664932250319,0.0497909047801618,0.0965203352753662,0.14517052060679,0.0450589162274782,0.0130741527187911,0.0231770681149226,20.7722
"Gibbs",5,"2-2-2-2-2",400,500,0.120763337554235,0.0511890626595469,0.103634356085849,0.144904834127539,0.0449359918108432,0.0229841980308585,0.0227975181325912,156.3192
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",400,500,0.141170661400018,0.0671487592348143,0.0921341802168977,0.154565346224545,0.048420204247912,0.0134064224708303,0.0246568173873529,18.4464
"Gibbs",10,"2-2-2-2-2-2-2-2-2-2",400,500,0.141386958008682,0.069845922747932,0.102605367248829,0.153729905817983,0.0487684011265169,0.0273051734658184,0.0246265820571668,196.5242
"Product MAP",5,"2-2-2-2-2",100,1000,0.139945376920359,0.0824061988970211,0.188715538412396,0.282940130146255,0.0977782345214111,0.0283535411525147,0.048404577859887,14.2634
"Gibbs",5,"2-2-2-2-2",100,1000,0.106942931639131,0.0766165768840542,0.198540973667987,0.270789888962524,0.0941630029340512,0.0649513378235792,0.0468127565238267,167.8804
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",100,1000,0.158462688197627,0.107599965113523,0.17996878349482,0.277829022502908,0.0789511430802144,0.0343595919593915,0.0385964022217155,14.4358
"Gibbs",10,"2-2-2-2-2-2-2-2-2-2",100,1000,0.121189617005842,0.0960973434492902,0.187697935575236,0.251491218936938,0.0808761565091229,0.0741600356256241,0.038594466771874,232.473
"Product MAP",5,"2-2-2-2-2",200,1000,0.104406254180783,0.0615903148499244,0.141541182977995,0.220537190842228,0.068571447612584,0.0178527020277106,0.0345243042923275,26.8224
"Gibbs",5,"2-2-2-2-2",200,1000,0.0976129950508693,0.0582508506023864,0.144459664047689,0.192590391330273,0.0674483284759217,0.0346620674526878,0.0343190991918346,189.4506
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",200,1000,0.127232133281481,0.0832194875999354,0.13659815875509,0.227459489333754,0.0670708320679958,0.0229142582231284,0.0336023905337668,30.1538
"Gibbs",10,"2-2-2-2-2-2-2-2-2-2",200,1000,0.117313094785835,0.0770770258192414,0.137473111016618,0.206252454490314,0.0657824281976899,0.0425381615116251,0.0330272901152363,257.3182
"Product MAP",5,"2-2-2-2-2",400,1000,0.09406137529565,0.0452850188159164,0.0989474267715853,0.147379129066994,0.0506361988279294,0.0108356497807453,0.025978075343181,40.2066
"Gibbs",5,"2-2-2-2-2",400,1000,0.0946552831976486,0.0457690502928504,0.105049386786607,0.146887603551842,0.0507541363852404,0.0185528647910987,0.0260784994543251,234.0338
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",400,1000,0.11235089886896,0.0622246683942357,0.0940796733524193,0.155391252144375,0.0484452311024502,0.0132590776355875,0.0246765312291915,44.538
"Gibbs",10,"2-2-2-2-2-2-2-2-2-2",400,1000,0.112529918738362,0.0624244914536923,0.0996821875270006,0.150997861169413,0.0484845279351561,0.0235192832889903,0.0246378549918675,306.3372
