"method","H_true","G_config","n","p","factor_score_rmse","probability_rmse","lambda_rmse","alpha_rmse","marginal_mu_rmse","marginal_var_rmse","marginal_weight_rmse","seconds"
"Product MAP",5,"3-3-3-3-3",100,500,0.155305106181115,0.0924222938840253,0.207073833755934,0.307963161491487,0.114058335931127,0.02095116615086,0.0514628263161093,5.71616
"Gibbs",5,"3-3-3-3-3",100,500,0.155384712425957,0.0884719615198668,0.211570382405475,0.264171369250543,0.408286550511633,0.392651784554369,0.121232877747687,103.82104
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",100,500,0.187840866601824,0.124766664458764,0.202215435726214,0.330863012273638,0.119964563044345,0.026354441631555,0.0521637707393876,7.4834
"Gibbs",10,"3-3-3-3-3-3-3-3-3-3",100,500,0.18376754978909,0.119360963030191,0.210934542265946,0.296484667156689,0.427237992348208,0.433057393314544,0.115274028347923,139.92216
"Product MAP",5,"3-3-3-3-3",100,1000,0.13728217734753,0.0892385250205614,0.204707391977205,0.288106513291349,0.115147402292578,0.0162901036204159,0.0493530857889256,7.47296
"Gibbs",5,"3-3-3-3-3",100,1000,0.125682918905831,0.0844315222316698,0.210017268104828,0.260992704709085,0.401346884956242,0.376065789152362,0.122453786563105,162.25188
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",100,1000,0.1653727264125,0.119966138232377,0.200911582703473,0.347581818327603,0.115989443019174,0.0208923835826112,0.049505751769892,8.79864
"Gibbs",10,"3-3-3-3-3-3-3-3-3-3",100,1000,0.145473207954862,0.113275825909775,0.209611771029197,0.293885915982944,0.416905519134114,0.425962706496064,0.1112752702835,231.31384
"Product MAP",5,"3-3-3-3-3",100,1500,0.129999763429774,0.0880104931529654,0.204006314203946,0.313165398751862,0.114170795140167,0.0171380732662101,0.0468705504104721,9.82344
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",100,1500,0.156016295592696,0.118013706124981,0.200438307273351,0.349910145577328,0.119130004114375,0.0195581581730357,0.0480867342690953,11.52744
"Product MAP",5,"3-3-3-3-3",100,2000,0.128869214803956,0.0878395471250103,0.203153282393202,0.308023310997395,0.116748686932022,0.0167452966252375,0.0473744557789877,12.0274
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",100,2000,0.152578325531495,0.117488465060986,0.199906696651432,0.329145284816132,0.121860972502451,0.0185959803093017,0.0498774987531314,13.99448
